id,name
30060,八谷增廿六
30679,八谷增廿七
31039,八谷增廿八
33048,八谷增廿九
33449,八谷增卅
32489,八谷增卅一
31665,八谷增卅二
31526,八谷增卅三
30247,八谷增卅四
117371,传舍一
2707,传舍二
4714,传舍三
5589,传舍四
10438,传舍五
13665,传舍六
16228,传舍七
16281,传舍八
16292,传舍九
2474,传舍增一
18488,传舍增二
19968,传舍增三
19018,传舍增四
94376,天厨一
96100,天厨二
97433,天厨三
98702,天厨四
98583,天厨五
95081,天厨六
94140,天厨增一
98658,天厨增二
87585,天棓一
85829,天棓二
85670,天棓三
87833,天棓四
86414,天棓五
85819,天棓增一
87212,天棓增二
87280,天棓增三
86182,天棓增四
84835,天棓增七
85379,天棓增八
83608,天棓增九
86036,天棓增十
57632,五帝座一
57646,五帝座二
57320,五帝座三
58159,五帝座四
57779,五帝座五
56473,五帝座增一
56080,五帝座增二
56242,五帝座增三
57320,五帝座增四
57565,太子
56975,从官[太微垣]
58519,幸臣
63948,五诸侯一[太微垣]
63355,五诸侯二[太微垣]
62356,五诸侯三[太微垣]
59819,五诸侯五[太微垣]
63950,五诸侯增一[太微垣]
62886,五诸侯增二[太微垣]
63533,五诸侯增三[太微垣]
61571,五诸侯增四[太微垣]
61415,五诸侯增五[太微垣]
60202,五诸侯增六[太微垣]
59352,五诸侯增七[太微垣]
61960,九卿一
62267,九卿二
61579,九卿三
62541,九卿增一
62541,九卿增二
62478,九卿增三
62394,九卿增四
61937,九卿增五
62325,九卿增六
61579,九卿增七
61246,九卿增八
61246,九卿增九
61968,三公二[太微垣]
62443,三公三[太微垣]
57328,内屏一
57380,内屏二
58590,内屏三
58948,内屏四
56779,内屏增一
57562,内屏增二
58110,内屏增三
59608,内屏增四
59309,内屏增五
58510,内屏增六
57757,太微右垣一
57757,右执法
55434,太微右垣二
55434,西上将
55642,太微右垣三
55642,西次将
54879,太微右垣四
54879,西次相
54872,太微右垣五
54872,西上相
55765,西次相增二
55016,西次相增三
53954,西上相增一
56146,西上相增二
60129,太微左垣一
60129,左执法
61941,太微左垣二
61941,东上相
63090,太微左垣三
63090,东次相
63608,太微左垣四
63608,东次将
64241,太微左垣五
64241,东上将
60030,左执法增一
62757,东次相增一
62933,东次将增一
64792,东次将增三
65721,东上将增一
65790,东上将增二
66610,东上将增三
66640,东上将增四
62763,郎将
62576,郎将增一
62857,郎将增二
60742,郎位一
60697,郎位三
60746,郎位四
60904,郎位五
60514,郎位六
60351,郎位七
61071,郎位八
60941,郎位九
59847,郎位十
61394,郎位十一
61724,郎位十二
60957,郎位十三
59501,郎位十四
58858,郎位十五
60123,郎位增一
60098,郎位增二
59468,郎位增三
63125,常陈一
62207,常陈二
61692,常陈三
61317,常陈四
60646,常陈五
59831,常陈六
58684,常陈七
60467,常陈增一
64355,常陈增二
64844,常陈增三
64244,常陈增四
64217,常陈增五
64246,常陈增六
64212,常陈增七
44127,三台一
44127,上台一
44471,三台二
44471,上台二
50372,三台三
50372,中台一
50801,三台四
50801,中台二
55219,三台五
55219,下台一
55203,三台六
55203,下台二
39847,上台增一
38639,上台增二
38623,上台增三
41075,上台增四
43531,上台增五
45290,上台增六
46471,上台增七
48861,中台增一?
48833,中台增二
50687,中台增三
50485,中台增四
56997,下台增一
57029,下台增二
54951,虎贲
54347,少微一
53417,少微二
52457,少微三
52686,少微四
52240,少微增一
52422,少微增二
53355,少微增三
53492,少微增四
54196,少微增五
54487,少微增六
54388,少微增七
53439,少微增八
53417,少微增九
51585,长垣一
52689,长垣二
52911,长垣三
51775,长垣四
52120,长垣增一
51802,长垣增二
51592,长垣增三
50684,长垣增四
51451,长垣增五
52401,长垣增六
52452,长垣增七
52660,长垣增八
52763,长垣增九
54182,灵台一
53824,灵台二
53807,灵台三
53449,灵台增一
52584,灵台增二
53423,灵台增三
53460,灵台增四
53907,灵台增五
54515,灵台增六
54049,灵台增七
54336,灵台增八
55945,明堂一
56647,明堂二
56127,明堂三
56445,明堂增一
55791,明堂增二
55650,明堂增三
55137,明堂增四
54849,明堂增五
55084,明堂增六
56127,明堂增七
60172,谒者
59285,谒者增一
60353,谒者增二
84345,帝座
86032,候
85979,候增三
86041,候增四
85998,候增五
83430,宦者一
83478,宦者二
83613,宦者三
84177,宦者四
82802,宦者增一
82802,宦者增二
82526,宦者增三
83504,宦者增四
84671,宦者增五
80463,斗一
79492,斗二
79634,斗三
81008,斗四
81354,斗五
80463,斗增一
79704,斗增二
79047,斗增三
79007,斗增四
79072,斗增五
79608,斗增六
79488,斗增七
80351,斗增九
81007,斗增十
81007,斗增十一
82673,斛一
83000,斛二
82402,斛三
82073,斛四
82073,斛增一
81991,斛增二
82216,斛增三
81717,斛增四
81634,斛增五
81641,斛增六
80179,列肆一
80883,列肆二
82480,列肆增一
82037,列肆增二
81734,列肆增三
81300,列肆增四
80628,车肆一
82369,车肆二
82730,车肆增一
83262,车肆增二
86284,市楼一
86565,市楼二
88404,市楼三
84880,市楼四
85397,市楼五
86768,市楼六
84880,市楼增一
86742,宗正一
87108,宗正二
86831,宗正增一
85355,宗正增二
84514,宗正增三
88149,宗人一
88192,宗人二
88290,宗人三
88601,宗人四
88771,宗人增一
88765,宗人增二
88964,宗人增三
89918,宗人增四
92043,宗一
92161,宗二
88267,帛度一
88886,帛度二
88331,帛度增一
88899,帛度增二
88128,帛度增三
90139,屠肆一
88657,屠肆二
88346,屠肆增一
89773,屠肆增二
89861,屠肆增三
80816,天市右垣一
80816,河中
80170,天市右垣二
80170,河间
79043,天市右垣三
79043,晋
78072,天市右垣四
78072,郑
77233,天市右垣五
77233,周
76276,天市右垣六
76276,秦
77070,天市右垣七
77070,蜀
77622,天市右垣八
77622,巴
79593,天市右垣九
79593,梁
79882,天市右垣十
79882,楚
81377,天市右垣十一
81377,韩
79666,河间增一
78481,晋增一
79102,晋增二
79332,晋增三
79102,晋增四
79045,晋增五
75530,周增一
76423,周增二
76424,周增三
76810,周增四
76337,周增五
76878,周增六
76852,周增七
77450,周增八
77111,周增九
77249,周增十一
77336,周增十二
77801,周增十三
76866,周增十四
77336,周增十五
77412,周增十六
76425,秦增二
77257,蜀增一
74649,蜀增二
77163,蜀增三
77052,巴增一
77578,巴增二
78442,巴增三
78685,巴增四
77660,巴增五
84379,天市左垣一
84379,魏
85693,天市左垣二
85693,赵
86974,天市左垣三
86974,九河
88794,天市左垣四
88794,中山
92614,天市左垣五
92614,齐
93747,天市左垣六
93747,吴越
92946,天市左垣七
92946,徐
89962,天市左垣八
89962,东海
88048,天市左垣九
88048,燕
86263,天市左垣十
86263,南海
84012,天市左垣十一
84012,宋
82504,魏增一
82780,魏增二
82987,魏增三
83830,魏增四
83876,魏增五
84887,魏增六
84887,魏增七
85157,魏增八
85790,赵增一
86254,赵增二
86731,赵增三
87194,九河增一
87933,中山增一
87998,中山增二
88745,中山增三
89172,中山增四
89925,中山增五
89935,中山增六
88817,中山增七
92818,齐增一
94620,齐增二
94703,齐增三
94827,齐增四
95771,齐增五
95744,齐增六
95492,齐增七
95260,齐增八
93975,齐增九
94382,齐增十
95785,齐增十一
96081,齐增十二
93244,吴越增一
93179,吴越增二
93203,吴越增三
93867,吴越增四
94834,吴越增五
94982,吴越增六
95447,吴越增七
91975,徐增一
92872,徐增二
94068,徐增三
93051,徐增四
88175,东海增一
90441,东海增二
90844,东海增三
90642,东海增四
83331,宋增二
80181,天纪一
81693,天纪二
83207,天纪三
83313,天纪四
83462,天纪五
84573,天纪六
86178,天纪七
87808,天纪九
81833,天纪增一
80460,天纪增二
80197,天纪增三*
80247,天纪增四
80648,天纪增五
81066,天纪增六
81729,天纪增七
82000,天纪增八
82422,天纪增九
82324,天纪增十
82587,天纪增十一
82426,天纪增十二?
84862,天纪增十三
87563,天纪增十四
85181,天纪增十五
84380,女床一
84606,女床二
85112,女床三
77048,贯索一
76127,贯索二
75695,贯索三
76267,贯索四
76952,贯索五
77512,贯索六
78159,贯索七
78493,贯索八
78459,贯索九
74596,贯索增一
75049,贯索增二
75312,贯索增三
77655,贯索增四
78012,贯索增五
79119,贯索增六
79607,贯索增七
79757,贯索增八
79889,贯索增九
79724,贯索增十
79349,贯索增十一
78554,贯索增十二
77661,贯索增十三
81497,七公一
79992,七公二
79101,七公三
77760,七公四
75973,七公五
75411,七公六
74666,七公七
81292,七公增一
81290,七公增二
80809,七公增三
78592,七公增四
73555,七公增五
73369,七公增六
76669,七公增七
76307,七公增八
76041,七公增九
76534,七公增十
77986,七公增十一
77907,七公增十二
79248,七公增十三
80704,七公增十四
81126,七公增十五
82321,七公增十六
65474,角宿一
66249,角宿二
65323,角宿增一
65892,角宿增二
66006,角宿增三
66320,角宿增四
66465,角宿增五
67355,角宿增六
67172,角宿增七
66098,角宿增八
65581,角宿增九
65074,角宿增十
64834,角宿增十一
64625,角宿增十二
64625,角宿增十三
64224,角宿增十四
64078,角宿增十五
65420,角宿增十六
64238,平道一
66803,平道二
66200,天田一[角宿]
68520,天田二[角宿]
64852,天田增一[角宿]
65241,天田增二[角宿]
66936,天田增三[角宿]
68092,天田增四[角宿]
68092,天田增五[角宿]
67929,天田增六[角宿]
68520,天田增七[角宿]
64394,周鼎一
63462,周鼎二
64022,周鼎三
63414,进贤
62875,进贤增一
63414,进贤增二
63494,进贤增三
63750,进贤增四
62985,进贤增五
61969,进贤增七
61740,进贤增八
61558,进贤增九
64407,天门一
65639,天门二
64725,天门增一
64577,天门增二
64520,天门增三
64924,天门增四
65301,天门增五
66091,天门增六
67057,天门增七
67139,天门增八
67494,天门增九
67288,天门增十
66015,天门增十一
64962,平一
68895,平二
64166,平增一
68269,平增二
68390,平增三
68269,平增四
68002,库楼一
71352,库楼二
68933,库楼三
67457,库楼四
65936,库楼五
63945,库楼六
61932,库楼七
61622,库楼八
60517,库楼九
60823,库楼十
68523,柱一[角宿]
68282,柱二[角宿]
69996,柱三[角宿]
70574,柱四[角宿]
70300,柱五[角宿]
70090,柱六[角宿]
67786,柱七[角宿]
67669,柱八[角宿]
67153,柱九[角宿]
65109,柱十一[角宿]
67464,衡一
67472,衡二
68245,衡三
68862,衡四
66657,南门一
71683,南门二
69754,南门增一
71908,南门增二
69427,亢宿一
69701,亢宿二
70755,亢宿三
69974,亢宿四
68888,亢宿增一
68940,亢宿增二
69127,亢宿增三
69403,亢宿增四
70794,亢宿增五
70680,亢宿增六
71957,亢宿增七
72631,亢宿增八
72154,亢宿增九
72220,亢宿增十
70220,亢宿增十一
70012,亢宿增十二
69673,大角
70602,大角增一
67927,右摄提一
67275,右摄提二
67459,右摄提三
67480,右摄提增一
66763,右摄提增二
66727,右摄提增三
66992,右摄提增四
67275,右摄提增五
67787,右摄提增六
72125,左摄提一
71762,左摄提二
71795,左摄提三
72659,左摄提增一
71837,左摄提增二
71832,左摄提增三
72848,左摄提增四
69415,折威一
71652,折威三
71974,折威四
71974,折威五
72929,折威六
73714,折威七
69415,折威增一
70306,折威增二
72197,折威增三
72323,折威增四
72357,折威增五
73189,折威增六
72378,折威增七
75177,顿顽一
74604,顿顽二
75304,顿顽增一
71865,阳门一
72010,阳门二
72622,氐宿一
74392,氐宿二
76333,氐宿三
74785,氐宿四
73473,氐宿增一
73310,氐宿增二
73133,氐宿增三
72934,氐宿增四
72489,氐宿增五
72194,氐宿增六
72603,氐宿增七
72702,氐宿增八
73953,氐宿增九
73945,氐宿增十
74493,氐宿增十一
74600,氐宿增十二
75110,氐宿增十三
76126,氐宿增十四
75944,氐宿增十五
75730,氐宿增十六
75118,氐宿增十七
75294,氐宿增十八
76219,氐宿增十九
75379,氐宿增廿
76133,氐宿增廿一
76427,氐宿增廿二
75761,氐宿增廿三
74975,氐宿增廿四
75119,氐宿增廿五
74689,氐宿增廿六
73620,氐宿增廿七
73536,氐宿增廿八
73165,氐宿增廿九
73249,氐宿增卅
70027,亢池一
69260,亢池二
69536,亢池三
69989,亢池四
69226,帝席一
68478,帝席二
68103,帝席三
67239,帝席增一
72105,梗河一
71284,梗河二
71053,梗河三
73745,梗河增一
74087,梗河增二
73996,梗河增三
73568,梗河增四
71995,梗河增五
71075,招摇
77516,天乳
77227,天乳增一
77660,天乳增二
77464,天乳增三
77464,天乳增四
76470,天辐一
76600,天辐二
76259,天辐增一
72571,阵车一
73566,阵车二
74857,阵车三
72571,阵车增一
73284,阵车增二
76297,骑官一
75141,骑官二
73334,骑官三
73273,骑官四
74117,骑官五
75264,骑官六
74911,骑官七
73807,骑官八
72683,骑官九
71860,骑官十
74395,车骑一
71536,车骑二
71121,车骑三
74376,骑阵将军
78265,房宿一
78104,房宿二
78401,房宿三
78820,房宿四
77811,房宿增一
77811,房宿增二
76742,房宿增三
77635,房宿增四
77840,房宿增五
77984,房宿增六
78933,钩钤一
78990,钩钤二
79374,键闭
79672,罚一
79005,罚二
78400,罚三
79387,罚增一
79375,罚增二
79540,罚增三
78727,西咸一
78207,西咸二
77853,西咸三
77060,西咸四
78436,西咸增一
80894,东咸一
80569,东咸二
80343,东咸三
80975,东咸四
81724,东咸增一
80975,东咸增二
76880,日
76628,日增一
76945,从官一[房宿]
77634,从官二[房宿]
76705,从官增一[房宿]
80112,心宿一
80763,心宿二
80763,大火
81266,心宿三
79399,心宿增一
79404,心宿增二
80079,心宿增三
80473,心宿增四
80815,心宿增五
82007,心宿增六
82140,心宿增八
80473,心宿增九
78918,积卒一
78384,积卒二
78384,积卒增一
78970,积卒增二
82514,尾宿一
82396,尾宿二
82671,尾宿三
84143,尾宿四
86228,尾宿五
87073,尾宿六
86670,尾宿七
85927,尾宿八
85696,尾宿九
82960,尾宿增一
82545,尾宿增二
86170,尾宿增三
87472,尾宿增四
84314,天江一
84405,天江二
84970,天江三
85340,天江四
85084,天江增一
84605,天江增二
84478,天江增三
84947,天江增四
85242,天江增五
84626,天江增六
84893,天江增七
83684,天江增八
83196,天江增九
83508,天江增十
83566,天江增十一
87261,傅说
83153,龟一
85267,龟二
85727,龟三
82363,龟四
83081,龟五
88635,箕宿一
89931,箕宿二
90185,箕宿三
89642,箕宿四
85423,糠
85442,糠增一
86092,杵一[箕宿]
85792,杵二[箕宿]
85258,杵三[箕宿]
88714,杵增一[箕宿]
92041,斗宿一
90496,斗宿二
89341,斗宿三
92855,斗宿四
93864,斗宿五
93506,斗宿六
88258,斗宿增一
89439,斗宿增二
90289,斗宿增三
91689,斗宿增四
89439,斗宿增五
87706,天籥一
87099,天籥二?
86736,天籥三
86352,天籥四
86060,天籥五
85755,天籥六
85783,天籥七
87072,天籥八
85703,天籥增一
88116,天籥增二
88142,天籥增三
88380,天籥增四
91117,天弁一
91726,天弁二
91845,天弁三
92175,天弁四
93026,天弁五
93429,天弁六
93805,天弁七
93717,天弁八
93526,天弁九
92117,天弁增一
92501,天弁增二
92524,天弁增三
94385,天弁增四
95066,天弁增五
92488,天弁增六
93085,建一
93683,建二
94141,建三
94820,建四
95168,建五
95176,建六
92390,建增一
93057,建增二
92747,建增三
92602,建增四
92480,建增五
92761,建增六
92845,建增七
95188,建增八
94823,建增九
94859,建增十
96950,天鸡一
97290,天鸡二
96808,天鸡增一
97783,天鸡增二
98258,天鸡增三
96465,狗一
95477,狗二
96406,狗增一
96729,狗增二
95564,狗增三
95503,狗增四
95486,狗增五
94643,狗增六
95503,狗增七
98066,狗国一
98353,狗国二
98688,狗国三
98162,狗国四
98842,狗国增一
98421,狗国增二
99461,狗国增三
95294,天渊一
95241,天渊二
95347,天渊三
98032,天渊增一
98412,天渊增二
98761,天渊增三
91918,农丈人
90422,鳖一
92308,鳖二
93542,鳖三
94005,鳖四
94160,鳖五
94114,鳖六
93825,鳖七
93174,鳖八
92989,鳖九
90968,鳖十
90982,鳖十一
100345,牛宿一
100064,牛宿二
99572,牛宿三
100881,牛宿四
101123,牛宿五
101027,牛宿六
98633,牛宿增一
98953,牛宿增二
98910,牛宿增三
99529,牛宿增四
99918,牛宿增五
100027,牛宿增六
100310,牛宿增七
100195,牛宿增八
100062,牛宿增九
99825,牛宿增十
100310,牛宿增十一
100325,牛宿增十二
100881,牛宿增十三
101040,牛宿增十四
99473,天桴一
98844,天桴二
97980,天桴三
97804,天桴四
99171,天桴增一
99631,天桴增二
98036,河鼓一
97649,河鼓二
97649,牛郎
97278,河鼓三
97139,河鼓增一
96931,河鼓增二
96957,河鼓增三
97473,河鼓增四
97675,河鼓增五
98103,河鼓增六
98823,河鼓增七
97938,河鼓增八
97229,河鼓增九
96229,右旗一
96665,右旗二
95501,右旗三
95585,右旗四
96468,右旗五
96392,右旗六
96556,右旗七
96483,右旗八
97928,右旗九
94727,右旗增一
94477,右旗增二
95073,右旗增三
95793,右旗增四
96807,右旗增五
96468,右旗增六
95937,右旗增七
95937,右旗增八
96327,右旗增十
97650,右旗增十一
97966,右旗增十二
96757,左旗一
96837,左旗二
97365,左旗三
97496,左旗四
98337,左旗五
98438,左旗六
98234,左旗七
98754,左旗八
99742,左旗九
96516,左旗增一
95435,左旗增二
95398,左旗增三
95498,左旗增四
95560,左旗增五
95818,左旗增六
96275,左旗增七
97077,左旗增八
97572,左旗增九?
98543,左旗增十
99738,左旗增十一
99874,左旗增十二
99404,左旗增十三
99518,左旗增十四
99531,左旗增十五
98636,左旗增十六
97886,左旗增十七
97679,左旗增十八
98375,左旗增十九
99080,左旗增廿
99951,左旗增廿一
100435,左旗增廿二
99853,左旗增廿三
99913,左旗增廿四
99352,左旗增廿五
98920,左旗增廿六
98819,左旗增廿七
98085,左旗增廿八
97796,左旗增廿九
98609,左旗增卅
91262,织女一
91262,织女
91919,织女二
91971,织女三
91973,织女增一
91926,织女增二
90191,织女增三
89826,织女增四
92791,渐台一
92420,渐台二
93194,渐台三
93903,渐台四
92728,渐台增一
93917,渐台增三
93279,渐台增四
92405,渐台增五
92398,渐台增六
94484,渐台增七
92862,辇道一
94481,辇道二
94713,辇道三
95556,辇道四
97295,辇道五
93408,辇道增一
94481,辇道增二
96387,辇道增三
97118,辇道增四
98110,辇道增五
96683,辇道增六
95947,辇道增七
95372,辇道增八
96052,辇道增九
101923,罗堰一
101984,罗堰二
102487,罗堰三
101751,罗堰增一
104750,天田一[牛宿]
102978,天田二[牛宿]
104234,天田三[牛宿]
102485,天田四[牛宿]
104680,九坎二*
102618,女宿一
103045,女宿二
102945,女宿三
102624,女宿四
103005,女宿增一
103682,女宿增二
103681,女宿增三
103981,女宿增四
103401,女宿增五
101692,离珠一
101847,离珠二
101936,离珠三
101101,离珠四
100977,离珠增一
101421,败瓜一
101483,败瓜二
101882,败瓜三
101800,败瓜四
101916,败瓜五
101160,败瓜增一
102819,败瓜增二
102633,败瓜增三
101958,瓠瓜一
102532,瓠瓜二
102281,瓠瓜三
101769,瓠瓜四
101589,瓠瓜五
102080,瓠瓜增一
102805,瓠瓜增二
103298,瓠瓜增三
103294,瓠瓜增四
101867,瓠瓜增五
101909,瓠瓜增六
102532,瓠瓜增七
103294,瓠瓜增八
100453,天津一
97165,天津二
99639,天津三
102098,天津四
103413,天津五
104887,天津六
105138,天津七
104732,天津八
102488,天津九
96693,天津增一
97630,天津增二
98068,天津增三
98425,天津增四
99031,天津增五
99303,天津增六
99770,天津增七
100108,天津增八
100044,天津增九
100907,天津增十
101214,天津增十一
101067,天津增十二
101474,天津增十三
100122,天津增十四
100587,天津增十五
101076,天津增十六
101765,天津增十七
102066,天津增十八
102453,天津增十九
101716,天津增廿
101641,天津增廿一
101868,天津增廿二
102388,天津增廿三
103004,天津增廿四
103200,天津增廿五
105811,天津增廿六
105942,天津增廿七
105102,天津增廿八
104217,天津增廿九
102589,天津增卅
102843,天津增卅一
103089,天津增卅二
102724,天津增卅三
101243,天津增卅四
101138,天津增卅五
100859,天津增卅六
99848,天津增卅七
99675,天津增卅八
102571,天津增卅九
102571,天津增四十
94779,奚仲一
95853,奚仲二
96441,奚仲三
96895,奚仲四
95656,奚仲增一
97635,奚仲增二
98571,奚仲增三
99655,奚仲增四
98073,奚仲增五
97870,奚仲增六
97870,奚仲增七
91755,扶筐一
90905,扶筐二
90156,扶筐三
92512,扶筐四
92997,扶筐五
93340,扶筐六
93713,扶筐七
89348,扶筐增一
90344,扶筐增二
94490,扶筐增三
94302,扶筐增四
104019,周一
103703,周二
104139,秦一
105143,秦二
105515,代一
106568,代二
104429,赵一
104452,赵二
103226,越
104365,齐
104963,楚
103616,郑
105665,魏
105928,韩
106039,晋
105881,燕
106559,代增一
107128,代增二
106278,虚宿一
104987,虚宿二
103813,虚宿增一
104101,虚宿增二
104031,虚宿增三
103569,虚宿增四
105164,虚宿增五
105412,虚宿增六
105767,虚宿增七
105729,虚宿增八
106942,司命一
107144,司命二
107575,司禄一
106944,司禄二
107575,司禄增一
106944,司禄增二
105570,司危一
105413,司危二
104521,司非一
104858,司非二
104538,司非增一
103527,司非增二
104538,司非增三
108036,哭一
109472,哭二
107095,哭增一
107232,哭增二
107302,哭增三
109460,哭增四
110273,泣一
110003,泣二
108868,泣增一
109369,泣增二
105140,离瑜二
106067,离瑜三
103738,离瑜增一
104174,离瑜增二
106340,离瑜增三
106786,天垒城一
107382,天垒城二
107487,天垒城三
107517,天垒城四
107527,天垒城五
105668,天垒城六
104974,天垒城七
103728,天垒城八
103640,天垒城九
104459,天垒城十
105019,天垒城十一
105574,天垒城十二
105761,天垒城十三
104459,天垒城增二
108085,败臼一
109111,败臼二
112948,败臼三
112102,败臼四
111188,败臼增一
109074,危宿一
109427,危宿二
107315,危宿三
106783,危宿增一
106856,危宿增二
107151,危宿增三
108691,危宿增四
110298,危宿增五
109068,危宿增六
108612,危宿增七
108699,危宿增八
108875,危宿增九
108693,危宿增十
108339,危宿增十一
108127,危宿增十二
108339,危宿增十三
108766,危宿增十四
110960,坟墓一
110395,坟墓二
111497,坟墓三
110672,坟墓四
110785,坟墓增一
110882,坟墓增二
111062,坟墓增三
111394,坟墓增四
108874,盖屋一
108991,盖屋二
110023,虚梁一
110578,虚梁二
111710,虚梁三
113345,虚梁四
108952,天钱一
107608,天钱二
107380,天钱三
109285,天钱四
109422,天钱五
108661,天钱增一
108571,天钱增二
106654,天钱增三
106703,天钱增四
106140,人一
105502,人二
107472,人三
107348,人四
103511,人增一
106787,人增三
107788,人增四
109937,杵一[危宿]
109410,杵二[危宿]
109056,杵三[危宿]
109352,杵增一[危宿]
111068,杵增二[危宿]
107310,臼一
107354,臼二
109176,臼三
110371,臼四
107763,臼增一
107975,臼增二
108022,臼增三
109240,臼增四
109458,臼增五
109276,臼增六
112917,车府一
