id,name
21393,十二
21402,七
21421,五
21444,四
21515,一
21589,五
21683,
21735,六
21763,八
21881,六
21986,六
22024,五
22109,二
22263,七
22449,六
22479,六
22509,五
22549,七
22565,二
22667,一
22701,三
22783,少卫
22797,八
22833,三
22845,四
22957,二
23015,一
23040,五
23068,五
23123,九
23221,四
23231,五
23265,五
23364,二
23416,一
23453,二
23474,九
23497,一
23685,二
23734,七
23767,三
23783,六
23875,三
23900,四
23949,三
23972,一
24244,一
24305,一
24327,二
24340,五
24348,四
24372,一
24436,七
24504,三
24608,二
24674,四
24813,三
24822,四
24845,三
24873,四
24879,一
25048,一
25110,六
25292,四
25336,五
25428,五
25541,二
25606,二
25695,三
25810,二
25859,二
25930,三
25984,七
25985,一
26069,三
26176,二
26207,一
26235,二
26237,一
26241,三
26311,二
26366,三
26451,
26536,八
26634,一
26640,二
26727,一
27072,三
27100,四
27204,
27249,三
27366,六
27483,六
27628,二
27639,四
27654,四
27673,五
27810,一
27830,一
27913,四
27949,二
27971,八
27989,四
28237,一
28358,一
28360,三
28380,四
28716,三
28734,二
29034,二
29038,一
29134,五
29426,二
29434,四
29655,
29704,三
29807,一
30324,一
30343,一
30419,四
30438,
30883,二
31125,六
31216,三
31592,
31681,三
31700,二
31771,八
31789,七
31832,五
32173,三
32246,五
32349,
32362,四
32439,一
32480,四
32533,二
32562,一
32578,一
32759,八
32844,六
32921,六
33018,一
33041,九
33092,三
33104,上卫
33152,五
33248,四
33485,二
33579,七
33694,二
33927,三
34033,一
34088,七
34444,一
34481,二
34693,二
34724,二
35228,五
35264,九
35350,八
35550,二
35710,
35846,一
35904,二
36041,一
36046,三
36188,二
36366,一
36425,一
36547,四
36850,二
36962,四
36982,九
37229,六
37279,三
37504,六
37740,
37819,三
37826,三
37921,二
38070,五
38538,五
38901,四
39538,三
39567,三
39953,一
40023,一
40167,四
40240,四
40817,四
40881,二
40888,八
41037,一
41312,三
41375,一
41377,三
41704,一
41822,一
41909,二
42312,一
42313,一
42402,二
42515,四
42570,二
42799,三
42806,三
42828,五
42835,二
42884,二
42911,四
42913,三
43012,七
43109,五
43142,四
43234,四
43305,三
43409,六
43603,三
43644,五
43813,六
43825,七
43903,三
44127,上台一
44248,一
44382,一
44390,一
44471,上台二
44659,七
44700,二
44816,
44857,三
44901,五
45238,五
45333,二
45336,八
45455,六
45493,六
45556,二
45688,三
45751,六
45811,五
45860,四
45941,五
46107,六
46146,七
46390,一
46454,三
46509,二
46701,六
46733,四
46744,七
46750,八
46771,二
46776,三
46853,四
46928,五
46974,三
46977,少辅
47431,四
47452,五
47508,十五
47617,五
47631,三
47701,六
47723,一
47854,四
47908,九
48002,五
48319,二
48356,一
48402,三
48455,十
48742,四
49321,四
49583,十三
49593,二
49637,
49669,十四
49812,一
49841,二
50099,四
50218,一
50335,十一
50371,一
50372,中台一
50414,三
50583,十二
50801,中台二
51069,三
51232,一
51384,二
51502,三
51556,二
51576,二
51585,一
51624,十六
51685,一
51734,二
51775,四
51808,一
51839,三
52085,六
52419,三
52457,三
52633,四
52638,三
52686,四
52689,二
52911,三
52943,五
53229,四
53295,一
53417,二
53721,三
53740,一
53807,三
53824,二
53838,五
53910,天璇
53975,十二
54061,天枢
54182,一
54204,廿
54214,十一
54347,一
54539,
54682,十六
54872,西上相
54879,西次相
54951,
55060,一
55203,下台二
55219,下台一
55282,七
55434,西上将
55560,六
55598,四
55642,西次将
55687,十
55705,二
55797,二
55874,九
55945,一
56034,二
56127,三
56148,四
56211,上辅
56245,十七
56280,三
56332,四
56343,五
56452,六
56561,五
56606,四
56633,十三
56647,二
56802,八
56830,廿一
56922,七
56975,
57283,三
57320,三
57328,一
57363,六
57380,二
57399,
57565,
57587,十四
57632,一
57646,二
57757,右执法
57779,五
57936,一
58001,天玑
58158,二
58159,四
58181,三
58188,六
58259,四
58484,二
58519,
58590,三
58684,七
58858,十五
58874,四
58948,四
59196,三
59199,
59316,二
59449,二
59501,十四
59504,一
59747,四
59774,天权
59803,一
59819,五
59831,六
59847,十
60000,一
60129,左执法
60172,
60189,
60351,七
60485,
60514,六
60517,九
60646,五
60697,三
60710,一
60718,二
60742,一
60746,四
60823,十
60904,五
60941,九
60957,十三
60965,三
61071,八
61084,一
61174,
61199,二
61281,少尉
61317,四
61359,四
61394,十一
61579,三
61585,三
61622,八
61692,三
61724,十二
61932,七
61941,东上相
61960,一
61968,二
62207,二
62267,二
62322,一
62356,三
62423,一
62434,三
62443,三
62572,天枢
62763,
62956,玉衡
63076,二
63090,东次相
63125,一
63355,二
63414,
63462,二
63608,东次将
63613,四
63945,六
63948,一
64022,三
64238,一
64241,东上将
64394,一
64407,一
64906,三
64962,一
65109,十一
65129,二
65378,开阳
65474,一
65477,
65639,二
65936,五
66200,一
66234,二
66249,二
66657,一
66798,
66803,二
67153,九
67275,二
67301,摇光
67457,四
67459,三
67464,一
67472,二
67627,
67669,八
67786,七
67927,一
68002,一
68103,三
68245,三
68282,二
68478,二
68520,二
68523,一
68702,一
68756,右枢
68862,四
68895,二
68933,三
69112,后宫
69226,一
69260,二
69373,一
69415,一
69427,一
69481,一
69536,三
69673,
69701,二
69713,二
69732,
69896,七
69974,四
69989,四
69996,三
70027,一
70090,六
70248,九
70300,五
70497,三
70574,四
70638,五
70692,庶子
70755,三
71053,三
71075,
71121,三
71284,二
71352,二
71536,二
71652,三
71683,二
71762,二
71795,三
71860,十
71865,一
71974,五
72010,二
72105,一
72125,一
72181,六
72370,八
72571,一
72607,帝
72622,一
72683,九
72929,六
73199,五
73273,四
73334,三
73566,二
73714,七
73807,八
74117,五
74376,
74392,二
74395,一
74604,二
74605,二
74666,七
74785,四
74857,三
74911,七
74946,一
75097,
75141,二
75177,一
75264,六
75411,六
75458,左枢
75695,三
75973,五
76127,二
76267,四
76276,秦
76297,一
76333,三
76470,一
76600,二
76880,
76945,一
76952,五
77048,一
77055,四
77060,四
77070,蜀
77233,周
77277,三
77512,六
77516,
77622,巴
77634,二
77760,四
77853,三
77952,二
78072,郑
78104,二
78159,七
78207,二
78265,一
78384,二
78400,三
78401,三
78459,九
78493,八
78527,上宰
78727,一
78820,四
78918,一
78933,一
78990,二
79005,二
79043,晋
79101,三
79374,
79414,四
79492,二
79593,梁
79634,三
79672,一
79882,楚
79992,二
80047,六
80112,一
80161,四
80170,河间
80179,一
80181,一
80331,少宰
80343,三
80463,一
80569,二
80628,一
80650,二
80763,大火
80816,河中
80883,二
80894,一
80975,四
81008,四
81065,四
81266,三
81354,五
81377,韩
81497,一
81660,三
81693,二
81852,三
82073,四
82080,三
82273,三
82363,四
82369,二
82396,二
82402,三
82514,一
82671,三
82673,一
82860,五
83000,二
83081,五
83153,一
83207,三
83313,四
83430,一
83462,五
83478,二
83613,三
83895,上弼
84012,宋
84143,四
84177,四
84314,一
84345,
84379,魏
84380,一
84405,二
84573,六
84606,二
84880,四
84969,一
84970,三
84979,二
85112,三
85258,三
85267,二
85340,四
85397,五
85423,
85670,三
85693,赵
85696,九
85727,三
85755,六
85783,七
85792,二
85805,一
85822,二
85829,二
85852,三
85927,八
86032,
86060,五
86092,一
86178,七
86228,五
86263,南海
86284,一
86352,四
86414,五
86565,二
86670,七
86736,三
86742,一
86768,六
86929,一
86974,九河
87072,八
87073,六
87099,二
87108,二
87261,
87585,一
87706,一
87728,
87808,九
87833,四
88048,燕
88127,五
88149,一
88192,二
88267,一
88290,三
88404,三
88601,四
88635,一
88657,二
88794,中山
88866,二
88886,二
89341,三
89642,四
89908,
89931,二
89937,四
89962,东海
90139,一
90156,三
90185,三
90422,一
90496,二
90797,三
90905,二
90968,十
90982,十一
91117,一
91262,
91726,二
91755,一
91792,八
91845,三
91918,
91919,二
91971,三
92041,一
92043,一
92112,二
92161,二
92175,四
92308,二
92420,二
92512,四
92609,四
92614,齐
92782,少弼
92791,一
92855,四
92862,一
92946,徐
92989,九
92997,五
93015,五
93026,五
93085,一
93174,八
93194,三
93340,六
93429,六
93506,六
93526,九
93542,三
93683,二
93713,七
93717,八
93747,吴越
93805,七
93825,七
93864,五
93903,四
94005,四
94083,四
94114,六
94141,三
94160,五
94376,一
94481,二
94648,一
94713,三
94779,一
94820,四
95081,六
95168,五
95176,六
95241,二
95294,一
95347,三
95477,二
95501,三
95556,四
95585,四
95853,二
96100,二
96229,一
96392,六
96441,三
96465,一
96468,五
96483,八
96556,七
96665,二
96757,一
96837,二
96895,四
96950,一
97165,二
97278,三
97290,二
97295,五
97365,三
97433,三
97496,四
97649,牛郎
97804,四
97816,一
97928,九
97980,三
98036,一
98066,一
98162,四
98234,七
98337,五
98353,二
98401,三
98438,六
98495,九
98583,五
98688,三
98702,四
98754,八
98844,二
99240,六
99473,一
99572,三
99639,三
99731,二
99742,九
100064,二
100345,一
100453,一
100751,十一
100881,四
101027,六
101093,三
101101,四
101123,五
101260,上卫
101421,一
101483,二
101589,五
101692,一
101769,四
101772,二
101800,四
101847,二
101882,三
101916,五
101923,一
101936,三
101958,一
101984,二
102098,四
102208,一
102253,一
102281,三
102333,九
102395,七
102422,四
102485,四
102487,三
102488,九
102532,二
102618,一
102624,四
102945,三
102950,十一
102978,二
103045,二
103226,越
103413,五
103616,郑
103632,五
103640,九
103703,周二
103728,八
104019,周一
104043,四
104060,六
104105,二
104139,秦一
104234,三
104365,齐
104429,赵一
104452,赵二
104459,十
104521,一
104680,二
104732,八
104750,一
104858,二
104887,六
104963,楚
104974,七
104987,二
105019,十一
105064,六
105138,七
105140,二
105143,秦二
105199,五
105413,二
105502,二
105515,代一
105570,一
105574,十二
105665,魏
105668,六
105761,十三
105858,十
105881,燕
105928,韩
106039,晋
106065,四
106067,三
106140,一
106278,一
106481,四
106568,代二
106711,七
106723,二
106786,一
106886,七
106942,一
106944,二
106985,三
107089,三
107136,四
107144,二
107188,一
107259,四
107310,一
107315,三
107348,四
107354,二
107380,三
107382,二
107418,五
107472,三
107487,三
107517,四
107527,五
107533,三
107556,四
107575,一
107608,二
108036,一
108085,一
108165,八
108431,六
108626,七
108797,一
108874,一
108917,六
108952,一
108991,二
109056,三
109074,一
109111,二
109139,五
109176,三
109268,一
109285,四
109332,二
109410,二
109422,五
109427,二
109472,二
109492,二
109556,三
109693,
109786,三
109789,六
109857,九
109908,十二
109937,一
110003,二
110023,一
110078,二
110130,一
110179,十八
110273,一
110351,三
110371,四
110386,一
110391,四
110395,二
110529,五
110538,十
110578,二
110602,十七
110609,二
110641,七
110672,四
110778,十五
110817,七
110838,二
110936,十
110960,一
110986,二
110991,一
111043,十一
111086,十六
111123,六
111169,一
111200,十九
111449,十一
111497,三
111539,十四
111674,十五
111710,三
111843,廿
111944,二
111954,八
112029,一
112051,三
112102,四
112122,二
112158,四
112161,廿一
112203,九
112211,十三
112362,十
112374,四
112440,一
112447,二
112529,十二
112542,廿五
112615,廿二
112623,三
112716,廿四
112724,八
112748,二
112862,九
112917,一
112935,三
112948,三
112961,七
113031,廿三
113116,六
113136,廿六
113148,廿七
113246,
113345,四
113368,
113638,六
113881,二
113889,一
113919,十六
113963,一
113996,四二
114054,四一
114119,卅
114131,八
114144,四
114164,四十
114222,少卫
114341,廿八
114375,廿九
114421,七
114570,十七
114724,八
114855,卅九
114939,四三
114971,二
114996,五
115022,十八
115033,卅八
115088,九
115115,卅七
115125,卅六
115250,五
115404,卅五
115438,卅四
115444,五
115623,六
115669,卅三
115738,一
115830,三
115919,六
115951,二
115990,十四
116118,卅二
116231,一
116247,卅一
116389,二
116584,十九
116602,三
116631,廿二
116758,四四
116771,四
116805,廿一
116889,一
116928,四
116971,四五
117089,二
117221,廿
117301,十三
117371,一
117491,三
117629,三
117863,十二
118092,三
118178,三
118209,九
118243,十一
118268,五
118322,七
